model,optional_terms,n_optional_terms,fold,log_loss,auc,accuracy,f1
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,22,0.5987363440636525,0.7779017857142858,0.75,0.7457627118644068
main effects only,none,0,23,0.6165722477850221,0.7064732142857143,0.6833333333333333,0.6545454545454545
main + x1_sq,x1_sq,1,23,0.6159124332307592,0.6796875,0.6833333333333333,0.6885245901639344
main + x2_sq,x2_sq,1,23,0.6211416524365185,0.7087053571428572,0.7166666666666667,0.7017543859649122
main + x3_sq,x3_sq,1,23,0.6136500566221846,0.7098214285714286,0.6833333333333333,0.6545454545454545
main + x1_x2,x1_x2,1,23,0.6346538614032847,0.6975446428571428,0.6833333333333333,0.6545454545454545
main + x1_x3,x1_x3,1,23,0.6060302624879943,0.7276785714285714,0.6833333333333333,0.6545454545454545
main + x2_x3,x2_x3,1,23,0.5547569466286296,0.7511160714285714,0.6166666666666667,0.5660377358490566
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,23,0.6214582878166267,0.6752232142857143,0.6833333333333333,0.6885245901639344
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,23,0.6126335876633544,0.6841517857142857,0.6833333333333333,0.6885245901639344
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,23,0.6347993019732995,0.6830357142857142,0.7,0.7
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,23,0.6067435395330009,0.6908482142857143,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,23,0.5446660841776183,0.7756696428571429,0.65,0.631578947368421
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,23,0.6189774320432598,0.7120535714285714,0.7,0.6896551724137931
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,23,0.6409264119173107,0.6908482142857143,0.7166666666666667,0.7017543859649122
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,23,0.6104193016713891,0.7209821428571429,0.7166666666666667,0.7017543859649122
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,23,0.5629153143166243,0.7477678571428571,0.6333333333333333,0.5925925925925926
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,23,0.6332805151689154,0.6975446428571428,0.6833333333333333,0.6545454545454545
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,23,0.5990727195920891,0.7388392857142857,0.7,0.6785714285714286
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,23,0.5422194712362075,0.7723214285714286,0.6666666666666666,0.6296296296296297
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,23,0.6223475121014832,0.7131696428571428,0.6833333333333333,0.6545454545454545
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,23,0.5805261780073747,0.7388392857142857,0.6333333333333333,0.5769230769230769
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,23,0.5509186321817965,0.7622767857142856,0.6333333333333333,0.5769230769230769
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,23,0.6190703102164569,0.6808035714285715,0.7,0.7096774193548387
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,23,0.6430436480219371,0.6763392857142857,0.7333333333333333,0.7333333333333333
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,23,0.6120638753248644,0.6919642857142858,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,23,0.5544407271083975,0.7723214285714286,0.6333333333333333,0.6071428571428571
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,23,0.6326947463277729,0.6841517857142858,0.7,0.7
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,23,0.6004580788539688,0.7109375,0.6833333333333333,0.6885245901639344
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,23,0.5308674098248348,0.7924107142857143,0.6833333333333333,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,23,0.6234599922698212,0.6796875,0.7,0.7
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,23,0.574048876894832,0.7611607142857143,0.7,0.6666666666666666
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,23,0.5405035251183854,0.7834821428571429,0.65,0.631578947368421
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,23,0.6404650016778337,0.6897321428571429,0.7166666666666667,0.7017543859649122
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,23,0.6042434872561019,0.7332589285714286,0.7166666666666667,0.7017543859649122
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,23,0.5524548475331944,0.7689732142857142,0.65,0.6037735849056604
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,23,0.6285529664005032,0.7008928571428571,0.7166666666666667,0.7017543859649122
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,23,0.5882236777116759,0.7287946428571429,0.65,0.6037735849056604
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,23,0.5582714710514742,0.7578125,0.6333333333333333,0.5925925925925926
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,23,0.6164535614846688,0.7232142857142857,0.7,0.6785714285714286
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,23,0.569085877546928,0.7600446428571428,0.6833333333333333,0.6415094339622641
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,23,0.5354285595362751,0.7823660714285714,0.6666666666666666,0.6296296296296297
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,23,0.5750116960432698,0.7466517857142857,0.6333333333333333,0.5925925925925926
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,23,0.6420498879174924,0.6785714285714286,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,23,0.6067029364110176,0.7087053571428571,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,23,0.542922928349507,0.7790178571428572,0.6833333333333333,0.6666666666666666
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,23,0.6316928754661989,0.6696428571428571,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,23,0.5826787091325321,0.75,0.6666666666666666,0.6296296296296297
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,23,0.5497204813387715,0.7767857142857143,0.6166666666666667,0.5818181818181818
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,23,0.6179135551580826,0.6997767857142857,0.7,0.7
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,23,0.5614002269995777,0.7790178571428572,0.7166666666666667,0.6909090909090909
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,23,0.5245681802784544,0.8035714285714286,0.6833333333333333,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,23,0.5675101774134163,0.7723214285714285,0.7,0.6666666666666666
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,23,0.6235289091958126,0.7087053571428571,0.7166666666666667,0.7017543859649122
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,23,0.578694023997491,0.7399553571428572,0.6666666666666666,0.6153846153846154
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,23,0.5452985939444339,0.7779017857142857,0.65,0.6037735849056604
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,23,0.5823019667285476,0.7433035714285714,0.65,0.6037735849056604
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,23,0.5599732645349705,0.7756696428571428,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,23,0.6271999313246077,0.6774553571428571,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,23,0.5721204677329609,0.7622767857142857,0.7,0.6785714285714286
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,23,0.5365008824629627,0.7868303571428572,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,23,0.5762528646589214,0.7578125000000001,0.65,0.6037735849056604
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,23,0.5520961576321235,0.7868303571428571,0.7166666666666667,0.6792452830188679
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,23,0.5694222379923649,0.7589285714285714,0.6666666666666666,0.6153846153846154
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,23,0.562959597913989,0.7723214285714286,0.6833333333333333,0.6415094339622641
main effects only,none,0,24,0.6021415252015697,0.7052280311457174,0.6,0.5714285714285714
main + x1_sq,x1_sq,1,24,0.6952256239711638,0.5773081201334817,0.5333333333333333,0.5625
main + x2_sq,x2_sq,1,24,0.6074413662269926,0.6952169076751946,0.6333333333333333,0.5925925925925926
main + x3_sq,x3_sq,1,24,0.5972174186961456,0.7174638487208009,0.6333333333333333,0.5769230769230769
main + x1_x2,x1_x2,1,24,0.6003331155554896,0.7052280311457174,0.6166666666666667,0.5818181818181818
main + x1_x3,x1_x3,1,24,0.6090086870216292,0.7041156840934372,0.6333333333333333,0.5925925925925926
main + x2_x3,x2_x3,1,24,0.5172914611804745,0.8042269187986651,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,24,0.6977319423012379,0.5706340378197998,0.5166666666666667,0.5538461538461539
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,24,0.6912021638722413,0.6129032258064516,0.5,0.5454545454545454
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,24,0.6966782477871389,0.578420467185762,0.5333333333333333,0.5625
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,24,0.7385287885167814,0.6229143492769743,0.55,0.5970149253731343
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,24,0.5816721601212953,0.7641824249165741,0.7,0.6896551724137931
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,24,0.6029962827113339,0.707452725250278,0.6666666666666666,0.6296296296296297
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,24,0.606477704533201,0.6985539488320356,0.6333333333333333,0.5925925925925926
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,24,0.61415367149283,0.696329254727475,0.6333333333333333,0.5925925925925926
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,24,0.5167436024971735,0.8053392658509454,0.7333333333333333,0.7142857142857143
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,24,0.5959473434668051,0.7174638487208008,0.65,0.6037735849056604
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,24,0.6018153237985703,0.731924360400445,0.65,0.6037735849056604
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,24,0.5045943611059253,0.8164627363737486,0.7333333333333333,0.7142857142857143
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,24,0.6054395482640227,0.7130144605116796,0.6333333333333333,0.5925925925925926
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,24,0.5119938704676203,0.810901001112347,0.7333333333333333,0.7142857142857143
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,24,0.526982455990847,0.8053392658509455,0.7166666666666667,0.7017543859649122
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,24,0.6943479427281136,0.5984427141268075,0.5,0.5454545454545454
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,24,0.6987044576481688,0.5695216907675195,0.5166666666666667,0.5538461538461539
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,24,0.7404356536784689,0.6129032258064516,0.55,0.5970149253731343
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,24,0.5777255122628274,0.7675194660734149,0.7,0.6896551724137931
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,24,0.694273863555605,0.6117908787541713,0.5,0.5454545454545454
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,24,0.7346376195830935,0.6596218020022246,0.55,0.6086956521739131
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,24,0.5682188195453661,0.7830923248053393,0.7,0.6896551724137931
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,24,0.7376618340634896,0.6229143492769744,0.55,0.5970149253731343
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,24,0.5779765164900695,0.7664071190211346,0.7,0.6896551724137931
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,24,0.6036557789716469,0.7441601779755282,0.6833333333333333,0.6666666666666666
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,24,0.6024526436423614,0.7074527252502781,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,24,0.6077645900586713,0.7107897664071191,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,24,0.5054695429473738,0.8131256952169077,0.7333333333333333,0.7142857142857143
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,24,0.6112141453137341,0.7018909899888766,0.6333333333333333,0.5925925925925926
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,24,0.5118765742522203,0.8120133481646273,0.7333333333333333,0.7142857142857143
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,24,0.5259118237527629,0.8053392658509455,0.7166666666666667,0.7017543859649122
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,24,0.598843554558352,0.7352614015572859,0.65,0.6037735849056604
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,24,0.49993385805663276,0.8197997775305896,0.75,0.7272727272727273
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,24,0.5118781929079844,0.8086763070077865,0.7,0.6896551724137931
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,24,0.5203130619588979,0.8086763070077865,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,24,0.6967886870325212,0.6017797552836485,0.5,0.5454545454545454
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,24,0.7376443076118073,0.6473859844271412,0.5666666666666667,0.6060606060606061
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,24,0.5664499398261232,0.7853170189098999,0.7,0.6896551724137931
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,24,0.7392390111276111,0.6129032258064516,0.55,0.5970149253731343
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,24,0.5750824166080014,0.7675194660734149,0.7,0.6896551724137931
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,24,0.5993906742490452,0.7474972191323693,0.6833333333333333,0.6666666666666666
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,24,0.736553557348021,0.657397107897664,0.55,0.6086956521739131
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,24,0.5655666155427863,0.7842046718576197,0.7,0.6896551724137931
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,24,0.5913903182088904,0.7619577308120133,0.6833333333333333,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,24,0.5938754843359019,0.7508342602892102,0.7,0.6896551724137931
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,24,0.6052329995370972,0.7230255839822024,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,24,0.501026709403479,0.817575083426029,0.7333333333333333,0.7142857142857143
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,24,0.5125517768139873,0.8086763070077865,0.7,0.6896551724137931
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,24,0.5198763906064808,0.8086763070077865,0.7333333333333333,0.7142857142857143
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,24,0.5054523217513424,0.8153503893214683,0.75,0.7272727272727273
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,24,0.7388443383502573,0.6473859844271412,0.5333333333333333,0.5882352941176471
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,24,0.5643261939276247,0.7897664071190211,0.7,0.6896551724137931
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,24,0.5896635485825121,0.7619577308120133,0.6833333333333333,0.6666666666666666
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,24,0.5913479512877805,0.7508342602892102,0.7,0.6896551724137931
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,24,0.5817815025901941,0.7575083426028921,0.7,0.6896551724137931
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,24,0.5064938675323363,0.8153503893214683,0.75,0.7272727272727273
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,24,0.5811257170741135,0.7575083426028921,0.7,0.6896551724137931
main effects only,none,0,25,0.6802645956690436,0.6229143492769744,0.6333333333333333,0.6451612903225806
main + x1_sq,x1_sq,1,25,0.6587313277479243,0.6151279199110122,0.6,0.625
main + x2_sq,x2_sq,1,25,0.6865870513913791,0.6084538375973303,0.6166666666666667,0.6229508196721312
main + x3_sq,x3_sq,1,25,0.7060526575845026,0.6162402669632926,0.6166666666666667,0.6349206349206349
main + x1_x2,x1_x2,1,25,0.6796020729744459,0.6151279199110122,0.6333333333333333,0.6451612903225806
main + x1_x3,x1_x3,1,25,0.676868884806635,0.6229143492769744,0.5833333333333334,0.576271186440678
main + x2_x3,x2_x3,1,25,0.5149630981693066,0.8053392658509455,0.7166666666666667,0.711864406779661
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,25,0.6667393436211678,0.614015572858732,0.6,0.625
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,25,0.6836812748748524,0.6151279199110122,0.6333333333333333,0.65625
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,25,0.6580410306008493,0.6195773081201335,0.6,0.625
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,25,0.6563836363836721,0.6229143492769744,0.6166666666666667,0.6461538461538462
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,25,0.4926395706782833,0.8164627363737487,0.7,0.7
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,25,0.7108668782678029,0.5995550611790879,0.6166666666666667,0.6349206349206349
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,25,0.6852022385131096,0.6129032258064516,0.6333333333333333,0.6451612903225806
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,25,0.6840540224149749,0.6140155728587319,0.6166666666666667,0.6229508196721312
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,25,0.5276360526687174,0.7975528364849833,0.7,0.7096774193548387
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,25,0.7045175591390699,0.6206896551724138,0.6166666666666667,0.6349206349206349
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,25,0.6995556277409632,0.60734149054505,0.6166666666666667,0.6349206349206349
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,25,0.5361409918051799,0.7919911012235817,0.7166666666666667,0.711864406779661
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,25,0.6759200860985609,0.6262513904338154,0.6166666666666667,0.6229508196721312
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,25,0.513212003991142,0.8131256952169077,0.7166666666666667,0.711864406779661
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,25,0.5180346649098317,0.8109010011123471,0.7166666666666667,0.711864406779661
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,25,0.6897381321143735,0.5984427141268076,0.6166666666666667,0.6349206349206349
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,25,0.6654158469212212,0.6095661846496108,0.6,0.625
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,25,0.6650259015603486,0.6184649610678532,0.6,0.625
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,25,0.5087486058410414,0.8020022246941045,0.7,0.7096774193548387
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,25,0.6821714177980648,0.610678531701891,0.6333333333333333,0.65625
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,25,0.678449951654274,0.610678531701891,0.6333333333333333,0.65625
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,25,0.5128914827625093,0.8053392658509455,0.75,0.7540983606557377
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,25,0.6549993624849928,0.6240266963292547,0.6166666666666667,0.6461538461538462
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,25,0.491346642702392,0.8186874304783092,0.7166666666666667,0.7213114754098361
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,25,0.496311675711872,0.8242491657397107,0.7,0.7
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,25,0.708867269571634,0.6006674082313681,0.6166666666666667,0.6349206349206349
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,25,0.705252855429263,0.5973303670745272,0.6166666666666667,0.6349206349206349
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,25,0.5441985904616629,0.7864293659621802,0.7,0.7
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,25,0.6822871407232213,0.6206896551724138,0.6166666666666667,0.6229508196721312
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,25,0.5233884536961625,0.8020022246941045,0.7166666666666667,0.7213114754098361
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,25,0.5333551596205754,0.7942157953281423,0.7,0.7096774193548387
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,25,0.6978786518696803,0.6040044493882092,0.6166666666666667,0.6349206349206349
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,25,0.5338531532126435,0.7997775305895439,0.7166666666666667,0.711864406779661
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,25,0.5401487587491743,0.7953281423804227,0.7,0.6896551724137931
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,25,0.5158812511463442,0.8164627363737487,0.75,0.7457627118644068
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,25,0.6875808939085616,0.6040044493882091,0.6166666666666667,0.6349206349206349
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,25,0.6850287315591017,0.5939933259176863,0.6166666666666667,0.6349206349206349
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,25,0.5243743920789814,0.7875417130144605,0.7,0.7
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,25,0.6631197292293429,0.6218020022246941,0.6,0.625
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,25,0.5057587970106964,0.8031145717463849,0.7,0.7096774193548387
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,25,0.5157910169637296,0.8020022246941045,0.7,0.7096774193548387
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,25,0.6763656379915514,0.6084538375973304,0.6333333333333333,0.65625
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,25,0.511269003058007,0.8031145717463849,0.7333333333333333,0.7333333333333333
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,25,0.5180318247976329,0.8042269187986653,0.7166666666666667,0.7213114754098361
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,25,0.4936100571478939,0.8242491657397107,0.7,0.7
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,25,0.7027465022187289,0.5951056729699666,0.6166666666666667,0.6349206349206349
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,25,0.5399116817307466,0.7919911012235817,0.7,0.7
