model,optional_terms,n_optional_terms,fold,log_loss,auc,accuracy,f1
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,20,0.7200372573228687,0.592880978865406,0.5666666666666667,0.5
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,20,0.7054299691571108,0.6106785317018909,0.5333333333333333,0.46153846153846156
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,20,0.6996394369549072,0.6151279199110122,0.5666666666666667,0.5
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,20,0.6640790109281434,0.7007786429365962,0.65,0.6181818181818182
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,20,0.7194447463421246,0.5973303670745272,0.55,0.47058823529411764
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,20,0.7169155144111357,0.5995550611790879,0.5666666666666667,0.48
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,20,0.684254402562196,0.696329254727475,0.6333333333333333,0.5925925925925926
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,20,0.7004018017305799,0.6218020022246942,0.55,0.47058823529411764
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,20,0.6625318315851413,0.710789766407119,0.6833333333333333,0.6545454545454545
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,20,0.659829002125554,0.7096774193548386,0.6666666666666666,0.6296296296296297
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,20,0.7335161416765723,0.6095661846496107,0.5833333333333334,0.5901639344262295
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,20,0.721195363094781,0.6229143492769744,0.6,0.6
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,20,0.7125212063229268,0.6151279199110122,0.6,0.5862068965517241
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,20,0.7063992479874287,0.7063403781979977,0.6333333333333333,0.6206896551724138
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,20,0.7339463972157703,0.6084538375973304,0.5833333333333334,0.5901639344262295
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,20,0.7264659556924512,0.6084538375973304,0.6166666666666667,0.6101694915254238
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,20,0.7101073535242075,0.704115684093437,0.6333333333333333,0.6206896551724138
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,20,0.7137677132578191,0.6273637374860956,0.6,0.5862068965517241
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,20,0.6889906224500167,0.7152391546162403,0.6666666666666666,0.6296296296296297
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,20,0.6868272798736356,0.7163515016685207,0.65,0.6181818181818182
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,20,0.7192710492804182,0.5984427141268076,0.55,0.47058823529411764
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,20,0.7165931144101783,0.6028921023359288,0.5833333333333334,0.5098039215686274
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,20,0.6839796689372072,0.6941045606229144,0.6166666666666667,0.5818181818181818
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,20,0.6998516761043746,0.6229143492769744,0.55,0.47058823529411764
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,20,0.6658364397186765,0.7041156840934372,0.65,0.6181818181818182
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,20,0.6621534668075575,0.7030033370411568,0.6666666666666666,0.6428571428571429
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,20,0.7156064590392892,0.6117908787541712,0.5666666666666667,0.48
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,20,0.6849717082020498,0.7030033370411568,0.65,0.6181818181818182
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,20,0.6821535875553985,0.6996662958843158,0.65,0.6181818181818182
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,20,0.659851600660657,0.7096774193548386,0.6666666666666666,0.6296296296296297
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,20,0.7335335913459308,0.6095661846496107,0.6,0.6
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,20,0.7260246425830559,0.6084538375973304,0.6,0.6
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,20,0.7209307308788785,0.7041156840934372,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,20,0.7127524671226061,0.6307007786429366,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,20,0.7071491778316854,0.7107897664071191,0.6333333333333333,0.6206896551724138
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,20,0.7028505158536245,0.7085650723025584,0.6333333333333333,0.6206896551724138
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,20,0.7258035329217141,0.6195773081201335,0.6,0.6
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,20,0.7085378304864646,0.7063403781979978,0.6333333333333333,0.6206896551724138
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,20,0.7057162934112758,0.7063403781979979,0.6333333333333333,0.6206896551724138
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,20,0.6842616569147569,0.7219132369299222,0.6666666666666666,0.6296296296296297
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,20,0.7153694741076685,0.6162402669632925,0.5666666666666667,0.48
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,20,0.6855181120242918,0.7041156840934372,0.6333333333333333,0.6071428571428571
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,20,0.6819925058839883,0.6952169076751946,0.6333333333333333,0.6071428571428571
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,20,0.663977231707068,0.710789766407119,0.6666666666666666,0.6428571428571429
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,20,0.6830934521909853,0.707452725250278,0.6333333333333333,0.6071428571428571
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,20,0.7254161535683774,0.6173526140155728,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,20,0.7216715102287623,0.710789766407119,0.6,0.5862068965517241
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,20,0.7161446882878046,0.7030033370411568,0.6166666666666667,0.6101694915254238
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,20,0.703311238573658,0.7163515016685207,0.6333333333333333,0.6206896551724138
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,20,0.7033738326072986,0.7085650723025584,0.65,0.631578947368421
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,20,0.683999097408521,0.7074527252502781,0.6333333333333333,0.6206896551724138
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,20,0.7165627349211234,0.710789766407119,0.6166666666666667,0.6101694915254238
main effects only,none,0,21,0.5759828212125071,0.7901785714285714,0.6666666666666666,0.5652173913043478
main + x1_sq,x1_sq,1,21,0.563031211452255,0.7890625,0.7166666666666667,0.6909090909090909
main + x2_sq,x2_sq,1,21,0.575643612239153,0.7901785714285714,0.6666666666666666,0.5652173913043478
main + x3_sq,x3_sq,1,21,0.575179619778683,0.8002232142857143,0.7,0.5909090909090909
main + x1_x2,x1_x2,1,21,0.5759804822458544,0.7924107142857142,0.6666666666666666,0.5652173913043478
main + x1_x3,x1_x3,1,21,0.5665053833300212,0.8069196428571428,0.6666666666666666,0.5652173913043478
main + x2_x3,x2_x3,1,21,0.5175138477231712,0.8147321428571429,0.7,0.625
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,21,0.5626563344743307,0.7879464285714286,0.7166666666666667,0.6909090909090909
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,21,0.5627112265478937,0.7957589285714286,0.7166666666666667,0.6792452830188679
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,21,0.5633974908592295,0.7890625,0.7166666666666667,0.6909090909090909
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,21,0.5542232548576538,0.7991071428571429,0.7333333333333333,0.7037037037037037
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,21,0.5077387342252229,0.828125,0.7333333333333333,0.6923076923076923
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,21,0.5752209688049702,0.8002232142857143,0.7,0.5909090909090909
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,21,0.5758159877147944,0.7935267857142857,0.6666666666666666,0.5652173913043478
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,21,0.5660140034472988,0.8058035714285714,0.6666666666666666,0.5652173913043478
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,21,0.5162934053910769,0.8147321428571429,0.7,0.625
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,21,0.5754937287197552,0.7979910714285714,0.6833333333333333,0.5777777777777777
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,21,0.5633527121632789,0.8136160714285714,0.6833333333333333,0.5777777777777777
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,21,0.5132643425298358,0.8180803571428571,0.7166666666666667,0.6530612244897959
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,21,0.5662886175910035,0.7991071428571428,0.6666666666666666,0.5652173913043478
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,21,0.5119975559356129,0.8203125,0.7,0.625
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,21,0.5142720121006564,0.8080357142857143,0.7166666666666667,0.6530612244897959
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,21,0.5628337034302259,0.7957589285714286,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,21,0.562991160645233,0.7890625,0.7166666666666667,0.6909090909090909
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,21,0.553723766799313,0.7991071428571428,0.7333333333333333,0.7037037037037037
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,21,0.504020650460483,0.8303571428571429,0.7333333333333333,0.6923076923076923
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,21,0.5634913548310715,0.7890625,0.7166666666666667,0.6792452830188679
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,21,0.5518024847180379,0.8113839285714286,0.7166666666666667,0.6792452830188679
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,21,0.5031460905045663,0.8225446428571429,0.7333333333333333,0.68
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,21,0.5531415382001568,0.7991071428571428,0.7333333333333333,0.7037037037037037
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,21,0.5027144842925232,0.8359375,0.7333333333333333,0.6923076923076923
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,21,0.5041094121568027,0.8258928571428572,0.7166666666666667,0.6792452830188679
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,21,0.5756645310239826,0.796875,0.6833333333333333,0.5777777777777777
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,21,0.5632771539495309,0.8147321428571428,0.6833333333333333,0.5777777777777777
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,21,0.5158509889681661,0.8136160714285715,0.7333333333333333,0.68
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,21,0.5659945875522883,0.8002232142857143,0.6666666666666666,0.5652173913043478
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,21,0.5108444462560164,0.8214285714285714,0.7,0.625
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,21,0.5125059819630768,0.8125,0.7166666666666667,0.6530612244897959
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,21,0.5634806388604754,0.8136160714285714,0.6833333333333333,0.5777777777777777
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,21,0.50852370009455,0.8214285714285714,0.7166666666666667,0.6530612244897959
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,21,0.508027735507323,0.8136160714285714,0.7166666666666667,0.6666666666666666
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,21,0.5079232930298849,0.8225446428571429,0.7166666666666667,0.6530612244897959
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,21,0.563556382461464,0.7890625,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,21,0.5518165248964185,0.8113839285714286,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,21,0.5034623114389373,0.8236607142857143,0.7333333333333333,0.68
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,21,0.5526136517443521,0.7979910714285714,0.7333333333333333,0.7037037037037037
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,21,0.49945214963079054,0.8392857142857143,0.7333333333333333,0.6923076923076923
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,21,0.5000232795483649,0.8247767857142857,0.7166666666666667,0.6792452830188679
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,21,0.5512705258812872,0.8102678571428572,0.7166666666666667,0.6792452830188679
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,21,0.49906879230443424,0.8292410714285714,0.7333333333333333,0.68
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,21,0.4980110427537558,0.8270089285714286,0.7166666666666667,0.6666666666666666
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,21,0.49727948854484855,0.8348214285714286,0.7166666666666667,0.6792452830188679
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,21,0.5635578389586661,0.8136160714285714,0.6833333333333333,0.5777777777777777
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,21,0.5108374957105257,0.8180803571428572,0.7333333333333333,0.68
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,21,0.5102904138011114,0.8113839285714286,0.7333333333333333,0.68
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,21,0.5063907672129644,0.8247767857142857,0.7166666666666667,0.6530612244897959
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,21,0.5020052040769247,0.8180803571428572,0.7333333333333333,0.68
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,21,0.5512341550948765,0.8102678571428572,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,21,0.4994849697773283,0.828125,0.7333333333333333,0.68
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,21,0.4982032102838827,0.8270089285714286,0.7166666666666667,0.6666666666666666
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,21,0.49398705979360746,0.8370535714285714,0.7166666666666667,0.6792452830188679
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,21,0.49150877274800503,0.8359375,0.7166666666666667,0.6666666666666666
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,21,0.5041083582143677,0.8158482142857143,0.7333333333333333,0.68
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,21,0.49207616502338075,0.8359375,0.7166666666666667,0.6666666666666666
main effects only,none,0,22,0.7352470491687776,0.5926339285714286,0.5333333333333333,0.5333333333333333
main + x1_sq,x1_sq,1,22,0.7093535364993404,0.5892857142857142,0.5333333333333333,0.5483870967741935
main + x2_sq,x2_sq,1,22,0.7367100159574119,0.6004464285714286,0.55,0.5423728813559322
main + x3_sq,x3_sq,1,22,0.7464366932859688,0.5881696428571428,0.55,0.5263157894736842
main + x1_x2,x1_x2,1,22,0.7374912673903914,0.5926339285714286,0.5333333333333333,0.5333333333333333
main + x1_x3,x1_x3,1,22,0.7512060902000978,0.5725446428571428,0.55,0.5423728813559322
main + x2_x3,x2_x3,1,22,0.6063459507696504,0.7488839285714286,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,22,0.710631892664745,0.5970982142857143,0.5666666666666667,0.5806451612903226
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,22,0.7199490803524196,0.5892857142857142,0.5666666666666667,0.59375
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,22,0.7093282503691217,0.5892857142857142,0.5333333333333333,0.5483870967741935
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,22,0.7271938899993354,0.5747767857142857,0.5333333333333333,0.5483870967741935
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,22,0.5809841793885842,0.8024553571428571,0.7333333333333333,0.7333333333333333
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,22,0.7477406167937342,0.5859375,0.55,0.5263157894736842
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,22,0.7408840103359681,0.5970982142857142,0.55,0.5423728813559322
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,22,0.7529122424590694,0.5792410714285714,0.5333333333333333,0.5172413793103449
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,22,0.6089782381870553,0.7477678571428571,0.7166666666666667,0.7213114754098361
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,22,0.7534410373489244,0.5859375,0.55,0.5263157894736842
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,22,0.7666664316046761,0.5446428571428572,0.5333333333333333,0.48148148148148145
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,22,0.6270397926928243,0.7466517857142857,0.7,0.6896551724137931
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,22,0.7492329482395971,0.5736607142857143,0.55,0.5423728813559322
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,22,0.5992101708082014,0.7578125,0.7,0.7
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,22,0.6066355111200089,0.7533482142857143,0.7333333333333333,0.7241379310344828
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,22,0.7211397615300624,0.5904017857142857,0.55,0.5573770491803278
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,22,0.7121815938861985,0.5948660714285714,0.5666666666666667,0.5806451612903226
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,22,0.7286043642119986,0.5814732142857143,0.55,0.5573770491803278
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,22,0.5810543253954658,0.7935267857142857,0.7166666666666667,0.7213114754098361
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,22,0.7242181245896162,0.5881696428571429,0.5666666666666667,0.59375
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,22,0.7422927577169135,0.5602678571428571,0.5,0.5
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,22,0.6005137651827102,0.7834821428571429,0.7333333333333333,0.7333333333333333
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,22,0.72165506524867,0.5803571428571428,0.55,0.5573770491803278
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,22,0.575060188021713,0.8013392857142856,0.7333333333333333,0.7333333333333333
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,22,0.5820617903601608,0.7957589285714285,0.7333333333333333,0.7333333333333333
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,22,0.7572612763639669,0.5870535714285714,0.55,0.5263157894736842
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,22,0.7684282428089996,0.5457589285714285,0.55,0.49056603773584906
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,22,0.6287721579421498,0.7444196428571428,0.7,0.6896551724137931
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,22,0.75219009342209,0.5792410714285714,0.5333333333333333,0.5172413793103449
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,22,0.6036772046743457,0.7578125,0.7166666666666667,0.7213114754098361
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,22,0.6093245263606024,0.7433035714285714,0.75,0.7457627118644068
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,22,0.7671959023478634,0.5446428571428572,0.5333333333333333,0.48148148148148145
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,22,0.6226734555371926,0.7499999999999999,0.7,0.6896551724137931
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,22,0.6313305904819659,0.7332589285714285,0.6833333333333333,0.6779661016949152
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,22,0.5982759522543108,0.7600446428571428,0.7333333333333333,0.7241379310344828
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,22,0.7276181469733326,0.5892857142857143,0.55,0.5573770491803278
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,22,0.7438684414156741,0.5658482142857143,0.5166666666666667,0.5084745762711864
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,22,0.6004621890952044,0.7801339285714286,0.7333333333333333,0.7333333333333333
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,22,0.7236120438982561,0.5837053571428571,0.55,0.5573770491803278
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,22,0.5746873943800147,0.8058035714285714,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,22,0.5820331215961737,0.7879464285714285,0.75,0.7457627118644068
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,22,0.7387601848722312,0.5658482142857143,0.5,0.5
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,22,0.5946728376881932,0.7912946428571428,0.7333333333333333,0.7333333333333333
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,22,0.6058369485815501,0.7734375,0.75,0.7457627118644068
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,22,0.5767604371765919,0.8024553571428571,0.7333333333333333,0.7333333333333333
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,22,0.7706871354411539,0.546875,0.55,0.49056603773584906
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,22,0.6264805340769086,0.7466517857142856,0.7,0.6896551724137931
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,22,0.6329861660056426,0.7287946428571428,0.7,0.6896551724137931
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,22,0.6015401399851691,0.7544642857142857,0.7333333333333333,0.7241379310344828
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,22,0.623350002603281,0.7444196428571429,0.6833333333333333,0.6779661016949152
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,22,0.7416273569999402,0.5669642857142857,0.5166666666666667,0.5084745762711864
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,22,0.5949635186984616,0.7868303571428571,0.7333333333333333,0.7333333333333333
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,22,0.6056280815580083,0.7689732142857143,0.75,0.7457627118644068
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,22,0.5753271961246219,0.796875,0.75,0.7457627118644068
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,22,0.5996177189001934,0.7834821428571428,0.75,0.7457627118644068
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,22,0.6254130177085993,0.7366071428571429,0.7,0.6896551724137931
